user_id,subscription_type,country,avg_daily_minutes,number_of_playlists,top_genre,skips_per_day,support_tickets,days_since_last_login,churned,intensity_percentile,negative_feedback_density,support_load_score,segment_skip_rank,rolling_7d_intensity_avg
user_506,Free,RU,118.8,1,Electronic,1,0,0,0,0.6666666666666666,0.008417508417508417,0.0,329,71.8875
user_350,Free,RU,78.0,0,Hip-Hop,6,0,0,0,0.33433433433433435,0.07692307692307693,0.0,90,76.075
user_453,Free,UK,71.0,5,Pop,4,0,0,0,0.2822822822822823,0.056338028169014086,0.0,190,73.61250000000001
user_515,Free,FR,77.8,0,Hip-Hop,6,0,0,1,0.32932932932932935,0.07712082262210797,0.0,90,73.98749999999998
user_846,Free,PK,58.8,1,Rock,4,0,0,0,0.2062062062062062,0.06802721088435375,0.0,190,82.11249999999998
user_268,Free,IN,39.3,1,Country,5,0,0,1,0.0920920920920921,0.1272264631043257,0.0,142,77.56249999999999
user_642,Free,IN,67.9,2,Country,6,0,0,0,0.26326326326326327,0.08836524300441825,0.0,90,70.5875
user_980,Free,RU,56.3,0,Classical,3,0,0,0,0.1931931931931932,0.05328596802841919,0.0,243,70.9875
user_366,Free,FR,39.7,1,Classical,5,0,0,0,0.09509509509509509,0.12594458438287154,0.0,142,61.10000000000001
user_7,Free,UK,43.7,2,Hip-Hop,1,1,0,0,0.11411411411411411,0.02288329519450801,0.02288329519450801,329,56.81250000000001
user_652,Free,RU,37.0,1,Jazz,0,1,0,1,0.08008008008008008,0.0,0.02702702702702703,353,52.56249999999999
user_686,Free,PK,59.8,2,Jazz,9,0,0,0,0.21921921921921922,0.1505016722408027,0.0,24,50.3125
user_592,Free,IN,70.9,1,Electronic,6,2,0,1,0.28128128128128127,0.0846262341325811,0.028208744710860365,90,51.825
user_720,Free,BR,53.9,0,Country,8,0,0,1,0.17617617617617617,0.14842300556586271,0.0,34,53.650000000000006
user_972,Free,PK,69.2,0,Country,4,0,0,0,0.2682682682682683,0.057803468208092484,0.0,190,53.81249999999999
user_371,Free,PK,99.8,3,Hip-Hop,6,0,0,0,0.5195195195195195,0.06012024048096193,0.0,90,59.25
user_213,Free,PK,66.7,1,Hip-Hop,8,0,0,0,0.25425425425425424,0.1199400299850075,0.0,34,62.625
user_21,Free,UK,58.9,5,Rock,0,0,0,0,0.2092092092092092,0.0,0.0,353,64.525
user_72,Free,DE,22.6,5,Country,8,0,0,0,0.031031031031031032,0.35398230088495575,0.0,34,62.725
user_817,Free,BR,55.8,3,Pop,0,0,0,1,0.19119119119119118,0.0,0.0,353,62.225
user_596,Free,AU,57.6,3,Hip-Hop,0,0,0,1,0.2002002002002002,0.0,0.0,353,60.5625
user_824,Free,PK,33.1,3,Electronic,2,0,0,1,0.05905905905905906,0.060422960725075525,0.0,289,57.962500000000006
user_9,Free,FR,41.9,5,Country,4,0,0,0,0.1061061061061061,0.0954653937947494,0.0,190,54.550000000000004
user_552,Free,AU,79.2,0,Jazz,0,0,0,0,0.34734734734734735,0.0,0.0,353,51.975
user_848,Free,RU,65.7,2,Classical,5,0,0,0,0.24624624624624625,0.076103500761035,0.0,142,51.849999999999994
user_481,Free,PK,41.6,2,Electronic,1,2,0,1,0.1011011011011011,0.024038461538461536,0.04807692307692307,329,49.6875
user_61,Premium,PK,140.6,1,Pop,3,0,1,0,0.8488488488488488,0.021337126600284497,0.0,395,64.4375
user_865,Premium,AU,85.4,7,Country,6,0,1,0,0.3893893893893894,0.0702576112412178,0.0,155,68.1375
user_352,Premium,UK,109.9,3,Country,3,0,1,0,0.5935935935935935,0.0272975432211101,0.0,395,74.675
user_754,Premium,UK,114.4,8,Jazz,4,1,1,0,0.6246246246246246,0.03496503496503496,0.00874125874125874,314,84.83749999999999
user_263,Premium,IN,173.9,6,Rock,3,0,1,0,0.968968968968969,0.017251293847038527,0.0,395,101.33749999999999
user_890,Premium,RU,124.2,3,Electronic,3,0,1,0,0.7057057057057057,0.024154589371980676,0.0,395,106.9625
user_905,Premium,IN,140.9,2,Electronic,4,0,1,0,0.8508508508508509,0.028388928317955996,0.0,314,116.3625
user_862,Premium,RU,165.1,4,Pop,3,0,1,0,0.944944944944945,0.018170805572380377,0.0,395,131.79999999999998
user_19,Premium,FR,144.4,7,Electronic,4,0,1,0,0.8668668668668669,0.027700831024930747,0.0,314,132.275
user_529,Premium,RU,121.8,5,Jazz,9,0,1,0,0.6896896896896897,0.07389162561576355,0.0,31,136.82500000000002
user_916,Premium,RU,139.9,2,Classical,3,1,1,0,0.8398398398398398,0.02144388849177984,0.007147962830593281,395,140.575
user_359,Premium,AU,155.9,4,Country,4,0,1,0,0.9219219219219219,0.025657472738935212,0.0,314,145.7625
user_119,Premium,US,90.4,6,Country,3,0,1,0,0.43343343343343343,0.0331858407079646,0.0,395,135.325
user_133,Premium,RU,100.5,4,Electronic,3,0,1,0,0.5235235235235235,0.029850746268656716,0.0,395,132.36249999999998
user_145,Premium,FR,122.6,4,Pop,8,2,1,0,0.6956956956956957,0.06525285481239805,0.016313213703099513,55,130.075
user_448,Premium,AU,116.4,5,Classical,4,0,1,0,0.6456456456456456,0.034364261168384876,0.0,314,123.9875
user_1000,Premium,AU,60.9,6,Country,8,0,1,0,0.22722722722722724,0.13136288998357964,0.0,55,113.55
user_237,Premium,US,115.0,5,Rock,8,0,1,0,0.6336336336336337,0.06956521739130435,0.0,55,112.7
user_452,Premium,RU,152.6,6,Country,3,1,1,0,0.8988988988988988,0.019659239842726082,0.006553079947575361,395,114.2875
user_111,Premium,DE,181.8,8,Jazz,4,0,1,0,0.97997997997998,0.022002200220022,0.0,314,117.525
user_125,Premium,DE,137.3,5,Pop,14,0,1,0,0.8208208208208209,0.10196649672250545,0.0,1,123.38749999999999
user_794,Premium,IN,133.4,4,Jazz,2,1,1,1,0.7767767767767768,0.014992503748125937,0.0074962518740629685,477,127.49999999999999
user_475,Premium,DE,105.5,5,Hip-Hop,9,0,1,0,0.5705705705705706,0.08530805687203792,0.0,31,125.3625
user_130,Premium,FR,94.2,4,Classical,9,1,1,0,0.4694694694694695,0.09554140127388534,0.010615711252653927,31,122.5875
user_151,Premium,UK,144.9,0,Classical,5,0,1,0,0.8708708708708709,0.03450655624568668,0.0,238,133.0875
user_396,Premium,RU,148.7,0,Classical,7,0,1,0,0.8878878878878879,0.04707464694014795,0.0,92,137.3
user_672,Premium,UK,147.7,5,Country,2,0,1,0,0.8848848848848849,0.013540961408259987,0.0,477,136.6875
user_337,Premium,PK,189.6,5,Hip-Hop,5,1,1,0,0.98998998998999,0.026371308016877638,0.005274261603375527,238,137.6625
user_313,Premium,DE,90.3,6,Country,2,0,1,0,0.4314314314314314,0.0221483942414175,0.0,477,131.78750000000002
user_346,Premium,CA,136.7,0,Hip-Hop,5,0,1,0,0.8128128128128128,0.0365764447695684,0.0,238,132.2
user_993,Premium,RU,115.5,4,Jazz,1,0,1,0,0.6366366366366366,0.008658008658008658,0.0,530,133.45
user_813,Premium,FR,133.5,1,Classical,1,0,1,0,0.7787787787787788,0.00749063670411985,0.0,530,138.36249999999998
user_333,Premium,PK,136.2,3,Jazz,5,0,1,0,0.8078078078078078,0.03671071953010279,0.0,238,137.275
user_417,Premium,DE,95.2,5,Classical,1,0,1,0,0.47347347347347346,0.010504201680672268,0.0,530,130.5875
user_856,Premium,DE,155.2,1,Country,7,0,1,0,0.9159159159159159,0.04510309278350516,0.0,92,131.525
user_240,Premium,PK,142.4,7,Hip-Hop,5,0,1,0,0.8578578578578578,0.03511235955056179,0.0,238,125.62500000000001
user_497,Premium,PK,112.2,8,Classical,6,0,1,0,0.6056056056056056,0.053475935828877004,0.0,155,128.36249999999998
user_1,Premium,US,134.9,4,Electronic,6,0,1,0,0.7927927927927928,0.044477390659747956,0.0,155,128.1375
user_881,Premium,BR,133.7,3,Jazz,1,0,1,0,0.7817817817817818,0.007479431563201197,0.0,530,130.4125
user_995,Premium,CA,125.4,7,Jazz,6,0,1,0,0.7147147147147147,0.04784688995215311,0.0,155,129.4
user_716,Premium,RU,93.6,6,Classical,6,0,1,0,0.46546546546546547,0.06410256410256411,0.0,155,124.07499999999999
user_911,Premium,IN,106.4,4,Electronic,4,0,1,0,0.5785785785785785,0.03759398496240601,0.0,314,125.47500000000001
user_8,Premium,BR,131.3,3,Classical,7,0,1,0,0.7607607607607607,0.05331302361005331,0.0,92,122.48750000000001
user_70,Premium,US,98.8,4,Hip-Hop,10,0,1,0,0.5075075075075075,0.10121457489878542,0.0,17,117.0375
user_403,Premium,PK,135.4,3,Hip-Hop,1,0,1,0,0.8018018018018018,0.007385524372230428,0.0,530,119.93749999999999
user_615,Premium,UK,134.8,3,Country,0,1,1,0,0.7917917917917918,0.0,0.007418397626112759,575,119.92500000000001
user_777,Premium,PK,62.6,4,Electronic,0,0,1,0,0.23823823823823823,0.0,0.0,575,111.03750000000001
user_146,Premium,IN,127.6,3,Electronic,6,1,1,0,0.7297297297297297,0.047021943573667714,0.007836990595611286,155,111.3125
user_500,Premium,AU,133.4,6,Electronic,0,1,1,0,0.7767767767767768,0.0,0.0074962518740629685,575,116.28750000000001
user_998,Premium,FR,89.5,6,Classical,0,0,1,0,0.42242242242242245,0.0,0.0,575,114.175
user_930,Premium,UK,129.4,4,Rock,12,0,1,0,0.7447447447447447,0.0927357032457496,0.0,3,113.9375
user_714,Premium,UK,120.1,2,Pop,7,0,1,0,0.6716716716716716,0.058284762697751874,0.0,92,116.60000000000001
user_93,Premium,DE,129.3,7,Country,7,0,1,0,0.7427427427427428,0.05413766434648105,0.0,92,115.8375
user_610,Premium,US,170.2,0,Rock,4,0,1,0,0.960960960960961,0.023501762632197415,0.0,314,120.26250000000002
user_797,Free,CA,72.8,4,Classical,0,0,1,0,0.2962962962962963,0.0,0.0,353,121.5375
user_922,Free,US,74.3,2,Electronic,3,0,1,1,0.30930930930930933,0.04037685060565276,0.0,243,114.875
user_370,Free,DE,37.3,0,Country,3,0,1,0,0.08108108108108109,0.0804289544235925,0.0,243,102.86249999999998
user_50,Free,US,34.3,2,Classical,4,0,1,1,0.06606606606606606,0.11661807580174928,0.0,190,95.96249999999998
user_549,Free,UK,80.1,0,Hip-Hop,0,0,1,0,0.35435435435435436,0.0,0.0,353,89.8
user_670,Free,RU,3.6,4,Rock,8,1,1,1,0.007007007007007007,2.2222222222222223,0.2777777777777778,34,75.23750000000001
user_253,Free,FR,77.1,2,Hip-Hop,6,0,1,0,0.3253253253253253,0.07782101167315175,0.0,90,68.7125
user_195,Free,FR,4.8,0,Rock,3,0,1,0,0.011011011011011011,0.625,0.0,243,48.0375
user_427,Free,IN,46.6,4,Jazz,5,0,1,1,0.13613613613613615,0.1072961373390558,0.0,142,44.762499999999996
user_201,Free,FR,136.8,1,Electronic,8,0,1,0,0.8138138138138138,0.05847953216374269,0.0,34,52.575
user_815,Free,AU,54.2,0,Pop,8,1,1,0,0.17917917917917917,0.14760147601476015,0.01845018450184502,34,54.68749999999999
user_262,Free,CA,39.5,1,Country,2,1,1,1,0.0940940940940941,0.05063291139240506,0.02531645569620253,289,55.3375
user_345,Free,AU,59.2,3,Classical,9,0,1,1,0.21421421421421422,0.15202702702702703,0.0,24,52.724999999999994
user_144,Free,DE,53.9,2,Hip-Hop,5,0,1,1,0.17617617617617617,0.0927643784786642,0.0,142,59.012499999999996
user_432,Free,RU,73.6,4,Rock,9,0,1,1,0.3013013013013013,0.12228260869565219,0.0,24,58.575
user_66,Free,IN,85.6,0,Electronic,9,2,1,1,0.39039039039039036,0.10514018691588786,0.023364485981308414,24,68.675
user_212,Free,FR,60.9,0,Hip-Hop,6,0,1,1,0.22722722722722724,0.09852216748768473,0.0,90,70.46249999999999
user_625,Free,AU,70.3,1,Pop,5,1,1,0,0.27627627627627627,0.07112375533428165,0.01422475106685633,142,62.15
user_139,Free,RU,67.8,0,Hip-Hop,6,0,1,0,0.26226226226226224,0.08849557522123894,0.0,90,63.849999999999994
user_388,Free,CA,60.4,0,Country,1,0,1,0,0.2222222222222222,0.016556291390728478,0.0,329,66.46249999999999
user_733,Free,DE,49.2,2,Electronic,5,0,1,1,0.14714714714714713,0.1016260162601626,0.0,142,65.2125
user_54,Free,RU,22.6,3,Pop,10,0,1,0,0.031031031031031032,0.44247787610619466,0.0,10,61.3
user_24,Free,PK,44.5,1,Country,3,0,1,0,0.12012012012012012,0.06741573033707865,0.0,243,57.6625
user_181,Free,AU,44.3,2,Hip-Hop,1,1,1,1,0.11711711711711711,0.022573363431151242,0.022573363431151242,329,52.5
user_893,Free,FR,74.7,3,Hip-Hop,5,0,1,0,0.3133133133133133,0.06693440428380187,0.0,142,54.225
user_799,Free,PK,43.3,2,Classical,1,0,1,0,0.11211211211211211,0.023094688221709007,0.0,329,50.849999999999994
user_169,Free,UK,49.9,5,Country,4,0,1,0,0.15115115115115116,0.08016032064128256,0.0,190,48.6125
user_595,Free,UK,6.6,2,Rock,3,0,1,0,0.012012012012012012,0.4545454545454546,0.0,243,41.8875
user_534,Free,UK,44.7,0,Hip-Hop,4,0,1,0,0.12312312312312312,0.08948545861297538,0.0,190,41.324999999999996
user_38,Free,PK,74.2,3,Rock,4,0,1,0,0.3073073073073073,0.053908355795148244,0.0,190,47.775
user_310,Free,BR,58.1,1,Country,6,0,1,0,0.2022022022022022,0.10327022375215146,0.0,90,49.475
user_127,Free,AU,37.3,0,Electronic,3,0,1,0,0.08108108108108109,0.0804289544235925,0.0,243,48.6
user_663,Free,US,72.6,3,Country,11,2,1,1,0.2922922922922923,0.15151515151515152,0.027548209366391185,4,48.337500000000006
user_967,Free,CA,98.3,1,Hip-Hop,6,1,1,1,0.5055055055055055,0.061037639877924724,0.01017293997965412,90,55.2125
user_135,Free,RU,52.8,0,Electronic,3,1,1,1,0.16616616616616617,0.05681818181818182,0.01893939393939394,243,55.575
user_40,Premium,DE,83.1,7,Pop,12,0,2,0,0.3783783783783784,0.1444043321299639,0.0,3,65.1375
user_749,Premium,PK,104.1,5,Rock,1,0,2,0,0.5555555555555556,0.009606147934678195,0.0,530,72.5625
user_126,Premium,UK,153.6,8,Country,0,2,2,0,0.9079079079079079,0.0,0.013020833333333334,575,82.48750000000001
user_23,Premium,PK,113.4,5,Country,9,1,2,0,0.6166166166166166,0.07936507936507936,0.008818342151675485,31,89.4
user_318,Premium,RU,136.3,4,Pop,6,1,2,1,0.8088088088088088,0.04402054292002934,0.007336757153338224,155,101.775
user_743,Premium,DE,177.1,8,Rock,11,0,2,0,0.972972972972973,0.062111801242236024,0.0,7,114.83749999999999
user_250,Premium,CA,87.9,6,Country,4,0,2,0,0.41041041041041043,0.04550625711035267,0.0,314,113.5375
user_44,Premium,FR,134.2,6,Jazz,2,0,2,0,0.7887887887887888,0.01490312965722802,0.0,477,123.7125
user_874,Premium,PK,137.2,3,Jazz,11,0,2,0,0.8198198198198198,0.08017492711370262,0.0,7,130.475
user_207,Premium,US,136.8,7,Classical,7,0,2,0,0.8138138138138138,0.05116959064327485,0.0,92,134.5625
user_759,Premium,US,111.4,5,Jazz,4,0,2,0,0.6016016016016016,0.03590664272890485,0.0,314,129.28750000000002
user_742,Premium,FR,92.3,4,Hip-Hop,6,0,2,0,0.45045045045045046,0.06500541711809317,0.0,155,126.64999999999999
user_159,Premium,DE,132.4,8,Jazz,2,0,2,0,0.7687687687687688,0.015105740181268881,0.0,477,126.1625
user_946,Premium,RU,96.3,3,Hip-Hop,0,0,2,0,0.4824824824824825,0.0,0.0,575,116.06249999999999
user_668,Premium,BR,133.0,4,Classical,3,0,2,0,0.7717717717717718,0.022556390977443608,0.0,395,121.69999999999999
user_785,Premium,FR,62.8,3,Hip-Hop,3,1,2,0,0.23923923923923923,0.04777070063694268,0.01592356687898089,395,112.77499999999999
user_586,Premium,US,143.7,7,Jazz,1,0,2,0,0.8648648648648649,0.006958942240779402,0.0,530,113.58749999999998
user_32,Premium,IN,193.9,5,Rock,4,0,2,0,0.991991991991992,0.020629190304280558,0.0,314,120.72500000000001
user_531,Premium,PK,174.0,7,Classical,5,0,2,0,0.96996996996997,0.028735632183908046,0.0,238,128.55
user_927,Premium,IN,116.9,2,Hip-Hop,11,0,2,0,0.6486486486486487,0.09409751924721985,0.0,7,131.625
user_661,Premium,US,113.1,3,Country,5,2,2,0,0.6146146146146146,0.04420866489832007,0.01768346595932803,238,129.2125
user_812,Premium,BR,130.8,5,Rock,1,1,2,0,0.7587587587587588,0.0076452599388379195,0.0076452599388379195,530,133.525
user_138,Premium,US,137.1,5,Pop,0,0,2,0,0.8168168168168168,0.0,0.0,575,134.0375
user_607,Premium,RU,140.0,5,Rock,7,0,2,0,0.8418418418418419,0.05,0.0,92,143.6875
user_771,Premium,US,129.7,2,Jazz,5,1,2,0,0.7467467467467468,0.03855050115651504,0.007710100231303007,238,141.9375
user_386,Premium,PK,137.7,6,Hip-Hop,9,1,2,0,0.8228228228228228,0.06535947712418301,0.007262164124909223,31,134.9125
user_965,Premium,FR,86.4,4,Rock,5,0,2,0,0.3963963963963964,0.057870370370370364,0.0,238,123.96249999999999
user_612,Premium,UK,117.9,4,Pop,6,0,2,0,0.6626626626626627,0.05089058524173028,0.0,155,124.0875
user_667,Premium,IN,113.5,4,Classical,12,1,2,0,0.6176176176176176,0.10572687224669604,0.00881057268722467,3,124.13749999999999
user_722,Premium,FR,97.3,5,Electronic,7,0,2,0,0.4944944944944945,0.07194244604316546,0.0,92,119.94999999999999
user_745,Premium,BR,126.5,2,Hip-Hop,3,0,2,0,0.7247247247247247,0.023715415019762844,0.0,395,118.62499999999999
user_729,Premium,UK,83.9,2,Electronic,3,0,2,0,0.3843843843843844,0.03575685339690107,0.0,395,111.61249999999998
user_368,Premium,CA,90.9,6,Country,8,1,2,1,0.43743743743743746,0.088008800880088,0.011001100110011,55,106.76249999999999
user_132,Premium,UK,177.3,5,Hip-Hop,5,1,2,0,0.973973973973974,0.028200789622109416,0.0056401579244218835,238,111.7125
user_861,Premium,US,55.4,6,Jazz,0,0,2,0,0.1891891891891892,0.0,0.0,575,107.83749999999999
user_295,Premium,FR,126.0,7,Electronic,8,0,2,0,0.7207207207207207,0.06349206349206349,0.0,55,108.85000000000001
