user_id,subscription_type,country,avg_daily_minutes,number_of_playlists,top_genre,skips_per_day,support_tickets,days_since_last_login,churned
user_68,Premium,IN,132.1,5,Classical,9,0,9,0
user_69,Premium,AU,74.4,4,Rock,8,0,0,0
user_70,Premium,US,98.8,4,Hip-Hop,10,0,1,0
user_71,Free,PK,-37.2,0,Country,4,0,5,0
user_72,Free,DE,22.6,5,Country,8,0,0,0
user_73,Free,AU,103.2,0,Pop,8,0,10,0
user_74,Premium,AU,120.3,4,Country,5,0,8,0
user_75,Free,IN,63.4,3,Country,9,0,6,0
user_76,Free,BR,22.9,3,Rock,5,0,4,0
user_77,Free,DE,68.4,0,Rock,4,0,18,1
user_78,Free,UK,45.2,0,Country,3,0,11,0
user_79,Free,PK,87.0,2,Hip-Hop,7,1,3,1
user_80,Premium,IN,138.9,6,Classical,2,2,16,1
user_81,Free,AU,59.4,2,Hip-Hop,8,0,4,1
user_82,Premium,PK,102.3,8,Pop,3,0,14,0
user_83,Free,AU,99.2,2,Pop,7,0,4,0
user_84,Premium,DE,110.7,4,Hip-Hop,3,0,29,0
user_85,Premium,RU,122.9,6,Hip-Hop,2,0,3,0
user_86,Premium,PK,182.8,7,Hip-Hop,1,0,13,0
user_87,Premium,PK,138.7,6,Rock,4,0,0,0
user_88,Free,IN,33.1,0,Classical,10,0,21,1
user_89,Premium,FR,95.2,4,Hip-Hop,6,0,9,0
user_90,Premium,CA,103.1,4,Jazz,5,0,17,0
user_91,Premium,IN,105.9,5,Electronic,0,0,16,0
user_92,Premium,CA,77.8,3,Pop,9,1,0,0
user_93,Premium,DE,129.3,7,Country,7,0,1,0
user_94,Free,BR,55.2,1,Classical,4,1,6,1
user_95,Premium,RU,129.7,3,Rock,6,0,32,0
user_96,Free,IN,106.0,0,Electronic,2,0,20,0
user_97,Premium,UK,126.7,5,Country,5,0,34,1
user_98,Premium,PK,96.8,9,Jazz,6,0,11,0
user_99,Premium,BR,184.6,3,Rock,7,1,0,0
user_100,Premium,RU,125.5,4,Hip-Hop,7,2,9,0
user_101,Premium,PK,94.8,3,Jazz,0,1,8,0
user_102,Premium,BR,104.2,1,Jazz,6,0,16,0
user_103,Premium,PK,93.0,5,Jazz,1,0,26,0
user_104,Free,FR,114.9,1,Rock,4,0,16,1
user_105,Premium,IN,68.6,7,Rock,4,0,5,0
user_106,Premium,UK,157.1,4,Jazz,4,0,20,0
user_107,Premium,DE,120.2,5,Country,3,0,5,0
user_108,Premium,US,138.7,2,Country,6,1,11,0
user_109,Premium,CA,74.0,7,Hip-Hop,5,0,7,0
user_110,Premium,AU,97.5,5,Classical,9,0,19,0
user_111,Premium,DE,181.8,8,Jazz,4,0,1,0
user_112,Free,CA,89.1,4,Electronic,7,0,2,0
user_113,Free,BR,91.8,0,Rock,1,2,23,1
user_114,Premium,RU,58.8,5,Classical,0,0,15,1
user_115,Premium,BR,168.9,2,Rock,0,0,6,0
user_116,Free,CA,58.3,1,Hip-Hop,6,0,3,1
user_117,Premium,AU,80.9,6,Hip-Hop,6,1,2,0
user_118,Premium,US,91.8,6,Hip-Hop,4,0,6,0
user_119,Premium,US,90.4,6,Country,3,0,1,0
user_120,Premium,RU,96.2,2,Rock,4,0,4,0
user_121,Free,DE,118.9,2,Jazz,2,0,20,0
user_122,Free,RU,66.4,3,Electronic,3,0,13,0
user_123,Free,FR,44.1,0,Pop,4,0,9,0
user_124,Premium,AU,50.9,3,Jazz,0,1,13,1
user_125,Premium,DE,137.3,5,Pop,14,0,1,0
user_126,Premium,UK,153.6,8,Country,0,2,2,0
user_127,Free,AU,37.3,0,Electronic,3,0,1,0
user_128,Free,AU,27.6,2,Country,7,0,11,0
user_129,Free,BR,59.8,4,Electronic,5,0,8,1
user_130,Premium,FR,94.2,4,Classical,9,1,1,0
user_131,Premium,AU,93.7,2,Country,7,0,4,0
user_132,Premium,UK,177.3,5,Hip-Hop,5,1,2,0
user_133,Premium,RU,100.5,4,Electronic,3,0,1,0
user_134,Premium,IN,94.1,0,Jazz,7,0,40,0
user_135,Free,RU,52.8,0,Electronic,3,1,1,1
user_136,Premium,DE,142.7,6,Pop,5,0,8,0
user_137,Premium,DE,69.9,6,Electronic,3,0,3,0
user_138,Premium,US,137.1,5,Pop,0,0,2,0
user_139,Free,RU,67.8,0,Hip-Hop,6,0,1,0
user_140,Premium,PK,70.2,10,Hip-Hop,0,0,0,0
user_141,Free,DE,34.2,1,Pop,8,0,2,1
user_142,Premium,IN,102.7,7,Rock,7,0,9,0
user_143,Premium,PK,45.9,3,Classical,6,0,17,1
user_144,Free,DE,53.9,2,Hip-Hop,5,0,1,1
user_145,Premium,FR,122.6,4,Pop,8,2,1,0
user_146,Premium,IN,127.6,3,Electronic,6,1,1,0
user_147,Premium,RU,131.8,4,Hip-Hop,5,0,4,0
user_148,Free,US,122.3,1,Hip-Hop,7,1,16,1
user_149,Premium,AU,58.9,2,Jazz,0,0,13,0
user_150,Free,IN,49.5,0,Country,5,0,22,1
user_151,Premium,UK,144.9,0,Classical,5,0,1,0
user_152,Premium,DE,143.1,5,Country,6,0,4,0
user_153,Premium,RU,130.2,4,Jazz,6,0,22,0
user_154,Premium,UK,188.1,4,Country,6,0,3,0
user_155,Premium,IN,144.9,3,Rock,5,0,14,0
user_156,Free,BR,45.7,1,Electronic,7,0,17,1
user_157,Free,FR,51.9,0,Electronic,3,1,2,1
user_158,Free,FR,71.3,3,Country,7,0,10,0
user_159,Premium,DE,132.4,8,Jazz,2,0,2,0
user_160,Free,FR,22.7,2,Country,7,0,5,1
user_161,Premium,RU,139.6,4,Electronic,5,1,7,0
user_162,Premium,BR,86.2,4,Electronic,5,0,20,0
user_163,Free,PK,63.3,3,Jazz,6,0,12,0
user_164,Premium,CA,126.7,5,Classical,1,0,9,0
user_165,Premium,RU,167.8,3,Classical,2,2,41,0
user_166,Premium,FR,116.2,10,Classical,6,0,5,0
user_167,Premium,BR,115.3,4,Hip-Hop,1,0,7,0
user_168,Premium,BR,70.4,4,Pop,6,0,4,0
user_169,Free,UK,49.9,5,Country,4,0,1,0
user_170,Premium,AU,74.9,4,Country,1,0,5,0
user_171,Free,FR,53.1,3,Hip-Hop,10,0,0,0
user_172,Premium,US,153.8,2,Electronic,6,1,32,0
user_173,Free,PK,51.9,0,Hip-Hop,12,0,0,0
user_174,Premium,US,121.8,3,Rock,7,0,22,1
user_175,Free,BR,42.8,0,Pop,4,0,8,0
user_176,Premium,IN,103.7,7,Hip-Hop,0,0,5,0
user_177,Free,UK,97.4,0,Jazz,3,1,19,0
user_178,Free,FR,48.9,1,Classical,6,0,3,0
user_179,Premium,BR,86.7,8,Rock,7,0,0,0
user_180,Free,RU,98.1,0,Classical,2,0,11,1
user_181,Free,AU,44.3,2,Hip-Hop,1,1,1,1
user_182,Premium,FR,141.4,6,Electronic,2,0,19,0
user_183,Premium,BR,109.2,7,Country,1,0,3,0
user_184,Free,PK,78.5,0,Country,10,0,22,0
user_185,Free,DE,44.3,4,Electronic,2,0,8,1
user_186,Premium,AU,77.7,6,Pop,0,0,5,0
user_187,Premium,AU,57.5,8,Jazz,5,2,14,0
user_188,Premium,IN,117.1,6,Jazz,4,2,16,1
user_189,Premium,CA,109.1,4,Country,5,0,10,0
user_190,Free,BR,8.7,0,Pop,3,0,18,1
user_191,Premium,IN,120.6,5,Pop,3,0,0,0
user_192,Free,AU,36.7,0,Electronic,6,0,8,1
user_193,Premium,PK,150.9,5,Jazz,5,2,9,0
user_194,Premium,BR,149.5,2,Country,6,0,24,0
user_195,Free,FR,4.8,0,Rock,3,0,1,0
user_196,Free,UK,60.8,1,Jazz,5,0,9,0
user_197,Free,CA,41.7,0,Country,2,0,12,1
user_198,Premium,DE,79.4,6,Classical,0,0,6,0
user_199,Free,IN,74.8,2,Pop,2,0,0,0
user_200,Premium,BR,141.0,6,Classical,0,0,0,0
user_201,Free,FR,136.8,1,Electronic,8,0,1,0
user_202,Premium,PK,98.9,5,Rock,3,0,6,0
user_203,Premium,FR,101.2,8,Electronic,7,2,16,0
user_204,Premium,FR,103.1,2,Rock,7,2,8,0
user_205,Free,AU,38.2,1,Classical,4,0,2,1
user_206,Premium,US,138.6,7,Country,5,0,13,0
user_207,Premium,US,136.8,7,Classical,7,0,2,0
user_208,Premium,DE,133.8,1,Classical,4,1,43,1
user_209,Free,FR,72.9,2,Electronic,5,0,24,0
user_210,Premium,IN,81.7,5,Electronic,4,0,35,0
user_211,Free,BR,58.8,3,Pop,5,0,3,0
user_212,Free,FR,60.9,0,Hip-Hop,6,0,1,1
user_213,Free,PK,66.7,1,Hip-Hop,8,0,0,0
user_214,Premium,FR,93.2,5,Country,0,1,15,0
user_215,Free,CA,91.0,0,Country,5,0,2,0
user_216,Free,DE,86.7,3,Country,5,0,16,0
user_217,Free,PK,44.5,4,Hip-Hop,11,0,20,1
user_218,Free,UK,49.1,0,Jazz,0,0,13,0
user_219,Free,AU,47.4,1,Country,0,0,3,1
user_220,Premium,BR,92.4,1,Pop,1,0,11,0
user_221,Free,RU,89.5,1,Rock,4,0,9,0
user_222,Premium,FR,140.2,7,Electronic,9,0,7,0
user_223,Premium,FR,100.9,3,Jazz,3,0,15,0
user_224,Premium,AU,103.3,4,Jazz,4,0,34,0
user_225,Premium,PK,162.6,3,Jazz,2,0,16,0
user_226,Premium,UK,134.1,3,Country,2,0,7,0
user_227,Premium,US,166.4,8,Electronic,3,0,21,0
user_228,Premium,CA,108.4,6,Pop,8,2,8,0
user_229,Premium,CA,114.7,3,Pop,0,0,12,0
user_230,Free,BR,38.1,0,Pop,4,0,2,0
user_231,Premium,US,104.5,5,Pop,4,0,6,0
user_232,Free,RU,95.7,4,Rock,6,0,4,0
user_233,Free,DE,80.5,5,Country,6,1,15,1
user_234,Free,RU,49.2,3,Pop,6,0,20,0
user_235,Premium,PK,144.6,6,Hip-Hop,8,0,9,0
user_236,Premium,IN,155.1,3,Pop,6,0,21,0
user_237,Premium,US,115.0,5,Rock,8,0,1,0
user_238,Premium,UK,95.5,5,Electronic,6,0,7,0
user_239,Free,RU,65.7,2,Pop,0,0,10,0
user_240,Premium,PK,142.4,7,Hip-Hop,5,0,1,0
user_241,Free,BR,67.5,5,Country,4,0,10,0
user_242,Premium,BR,128.4,5,Pop,6,1,0,0
user_243,Free,IN,92.2,0,Hip-Hop,5,0,4,0
user_244,Premium,AU,99.0,4,Classical,5,0,20,0
user_245,Premium,UK,103.2,5,Country,9,0,11,0
user_246,Premium,PK,118.0,1,Electronic,3,1,58,0
user_247,Premium,AU,76.6,0,Hip-Hop,6,1,11,0
user_248,Premium,CA,104.9,7,Jazz,8,0,3,0
user_249,Premium,BR,139.5,4,Pop,10,0,5,0
user_250,Premium,CA,87.9,6,Country,4,0,2,0
user_251,Premium,PK,82.5,7,Hip-Hop,4,0,34,0
user_252,Premium,AU,153.5,5,Country,4,1,14,1
user_253,Free,FR,77.1,2,Hip-Hop,6,0,1,0
user_254,Free,BR,99.9,4,Rock,6,1,6,1
user_255,Premium,UK,99.7,8,Country,4,0,0,0
user_256,Premium,PK,77.1,1,Country,6,1,15,0
user_257,Premium,US,106.6,1,Classical,3,1,9,0
user_258,Free,IN,-12.7,4,Hip-Hop,1,0,19,1
user_259,Free,US,31.0,1,Rock,4,1,9,1
user_260,Premium,IN,85.2,6,Electronic,10,0,0,0
user_261,Premium,DE,126.3,0,Jazz,4,0,0,0
user_262,Free,CA,39.5,1,Country,2,1,1,1
user_263,Premium,IN,173.9,6,Rock,3,0,1,0
user_264,Free,BR,77.2,2,Electronic,2,0,12,0
user_265,Premium,DE,121.8,3,Country,7,0,12,0
user_266,Free,RU,71.8,0,Jazz,8,0,16,1
user_267,Free,RU,99.5,2,Pop,11,0,7,0
user_268,Free,IN,39.3,1,Country,5,0,0,1
user_269,Free,AU,40.5,1,Rock,4,0,37,1
user_270,Free,PK,72.7,0,Country,3,0,15,0
user_271,Free,US,59.3,6,Jazz,10,0,2,0
user_272,Premium,RU,133.1,2,Jazz,6,0,11,0
user_273,Premium,UK,112.3,1,Jazz,6,0,13,0
user_274,Premium,RU,139.4,1,Jazz,2,1,4,0
user_275,Free,UK,66.7,4,Rock,10,0,6,0
user_276,Free,FR,46.2,0,Electronic,3,0,8,1
user_277,Free,PK,104.3,4,Electronic,3,0,12,0
user_278,Premium,CA,131.9,5,Hip-Hop,4,0,6,0
user_279,Premium,DE,136.3,4,Pop,7,0,4,0
user_280,Premium,UK,34.5,2,Rock,5,2,4,0
user_281,Premium,RU,81.2,7,Country,3,0,35,0
user_282,Premium,RU,130.4,1,Hip-Hop,4,1,0,0
user_283,Free,UK,62.3,0,Jazz,7,0,5,0
user_284,Free,US,45.2,3,Hip-Hop,0,0,12,1
user_285,Premium,US,109.5,4,Hip-Hop,4,1,18,1
user_286,Premium,UK,182.3,5,Classical,8,0,20,0
user_287,Premium,US,112.2,4,Jazz,4,1,7,0
user_288,Free,RU,58.9,1,Jazz,1,0,27,0
user_289,Premium,CA,122.4,1,Electronic,7,0,6,0
user_290,Free,BR,70.4,0,Jazz,13,0,10,0
user_291,Free,FR,93.2,0,Jazz,6,0,35,1
user_292,Premium,CA,88.4,5,Pop,3,0,5,0
user_293,Free,FR,54.3,2,Electronic,7,1,28,0
user_294,Premium,IN,134.9,4,Hip-Hop,11,0,9,0
user_295,Premium,FR,126.0,7,Electronic,8,0,2,0
user_296,Premium,UK,155.6,2,Hip-Hop,9,0,10,0
user_297,Free,IN,69.1,0,Electronic,4,0,20,0
user_298,Premium,PK,129.9,5,Pop,9,0,13,0
user_299,Free,CA,52.7,3,Hip-Hop,8,0,16,1
user_300,Premium,BR,83.2,6,Rock,6,0,5,0
user_301,Free,UK,55.5,2,Classical,4,0,3,0
user_302,Premium,US,120.5,2,Electronic,0,0,11,0
user_303,Free,AU,30.3,0,Rock,3,0,2,0
user_304,Premium,IN,80.3,5,Electronic,2,0,11,0
user_305,Premium,DE,99.4,9,Jazz,7,0,7,0
user_306,Premium,DE,110.3,4,Classical,4,0,4,0
user_307,Premium,DE,78.3,1,Hip-Hop,8,0,9,0
user_308,Premium,FR,193.2,6,Country,6,0,12,0
user_309,Premium,DE,142.8,5,Country,5,0,0,0
user_310,Free,BR,58.1,1,Country,6,0,1,0
user_311,Premium,PK,69.2,4,Country,2,0,16,1
user_312,Free,BR,26.9,0,Classical,6,0,9,0
user_313,Premium,DE,90.3,6,Country,2,0,1,0
user_314,Free,US,53.3,0,Jazz,6,0,7,1
user_315,Premium,CA,102.0,5,Rock,0,0,32,0
user_316,Premium,CA,133.2,7,Country,4,0,7,0
user_317,Premium,BR,123.8,4,Electronic,5,1,17,0
user_318,Premium,RU,136.3,4,Pop,6,1,2,1
user_319,Free,IN,17.9,5,Classical,1,1,15,0
user_320,Premium,FR,99.2,6,Rock,3,0,5,0
user_321,Premium,RU,99.8,5,Jazz,2,0,8,0
user_322,Premium,PK,184.4,6,Pop,2,0,19,0
user_323,Premium,FR,114.4,4,Jazz,5,0,9,0
user_324,Premium,IN,115.6,1,Electronic,5,0,4,0
user_325,Free,PK,57.4,7,Classical,2,0,5,0
user_326,Premium,AU,169.2,6,Country,8,0,47,0
user_327,Premium,FR,137.1,8,Electronic,3,0,0,0
user_328,Free,UK,53.9,0,Country,2,0,4,0
user_329,Free,CA,61.0,0,Classical,5,0,21,0
user_330,Premium,BR,73.3,5,Electronic,11,0,3,0
user_331,Free,BR,96.8,0,Pop,10,0,6,1
user_332,Free,US,72.6,2,Hip-Hop,2,1,31,1
user_333,Premium,PK,136.2,3,Jazz,5,0,1,0
user_334,Free,CA,17.6,5,Country,4,0,4,0
user_335,Free,UK,92.7,3,Country,1,0,48,0
user_336,Premium,AU,110.5,5,Hip-Hop,7,2,18,0
user_337,Premium,PK,189.6,5,Hip-Hop,5,1,1,0
user_338,Free,RU,50.7,3,Country,6,0,12,1
user_339,Free,CA,36.4,0,Electronic,0,0,5,0
user_340,Premium,IN,135.2,9,Electronic,1,0,7,0
user_341,Premium,CA,119.8,6,Classical,5,2,4,0
user_342,Premium,US,117.0,6,Pop,6,0,3,0
user_343,Premium,IN,114.8,3,Pop,6,0,4,0
user_344,Premium,US,93.0,5,Rock,5,0,17,0
user_345,Free,AU,59.2,3,Classical,9,0,1,1
user_346,Premium,CA,136.7,0,Hip-Hop,5,0,1,0
user_347,Free,CA,41.7,1,Jazz,5,0,33,1
user_348,Premium,US,135.9,1,Electronic,3,0,7,0
user_349,Premium,UK,91.8,4,Hip-Hop,1,0,9,0
user_350,Free,RU,78.0,0,Hip-Hop,6,0,0,0
user_351,Free,IN,53.6,4,Country,5,0,41,1
user_352,Premium,UK,109.9,3,Country,3,0,1,0
user_353,Free,CA,41.6,1,Electronic,3,0,7,0
user_354,Premium,IN,125.1,1,Electronic,7,0,9,0
user_355,Free,CA,-16.6,3,Classical,0,0,4,0
user_356,Premium,DE,113.3,7,Country,4,0,13,0
user_357,Premium,BR,102.7,0,Country,3,2,7,1
user_358,Premium,UK,131.8,3,Hip-Hop,4,0,7,0
user_359,Premium,AU,155.9,4,Country,4,0,1,0
user_360,Free,CA,32.0,4,Electronic,2,0,6,0
user_361,Premium,IN,78.8,1,Country,9,0,22,0
user_362,Free,IN,53.7,4,Jazz,1,0,5,0
user_363,Premium,PK,140.3,4,Rock,11,0,10,0
user_364,Premium,DE,101.8,5,Hip-Hop,7,1,9,0
user_365,Free,UK,61.0,0,Hip-Hop,6,0,7,0
user_366,Free,FR,39.7,1,Classical,5,0,0,0
user_367,Free,RU,49.0,2,Rock,0,0,4,0
user_368,Premium,CA,90.9,6,Country,8,1,2,1
user_369,Premium,UK,155.6,6,Pop,7,1,9,0
user_370,Free,DE,37.3,0,Country,3,0,1,0
user_371,Free,PK,99.8,3,Hip-Hop,6,0,0,0
user_372,Free,AU,125.0,4,Hip-Hop,10,0,13,0
user_373,Free,AU,76.1,4,Jazz,3,0,26,1
user_374,Free,CA,34.8,0,Electronic,1,2,5,1
user_375,Free,CA,121.7,0,Classical,4,0,21,1
user_376,Premium,FR,111.7,2,Jazz,7,0,16,1
user_377,Free,AU,55.0,2,Country,4,0,18,1
user_378,Premium,IN,168.2,6,Country,7,0,10,0
user_379,Free,IN,65.4,0,Jazz,6,2,17,1
user_380,Premium,BR,100.5,5,Pop,0,0,18,0
user_381,Premium,DE,129.3,8,Rock,5,0,3,0
user_382,Free,RU,138.1,5,Country,6,0,20,0
user_383,Premium,UK,158.7,6,Jazz,4,0,0,0
user_384,Free,AU,23.3,3,Hip-Hop,2,0,48,1
user_385,Premium,CA,113.7,3,Classical,3,0,8,0
user_386,Premium,PK,137.7,6,Hip-Hop,9,1,2,0
user_387,Premium,IN,155.9,3,Pop,4,0,14,0
user_388,Free,CA,60.4,0,Country,1,0,1,0
user_389,Premium,US,141.7,4,Pop,10,0,21,0
user_390,Premium,PK,108.0,1,Jazz,9,0,5,0
user_391,Free,RU,14.2,4,Hip-Hop,3,0,10,0
user_392,Premium,FR,196.7,5,Classical,2,0,8,0
user_393,Premium,RU,181.8,7,Hip-Hop,8,0,3,0
user_394,Free,UK,77.8,1,Jazz,8,0,0,0
user_395,Premium,US,114.9,4,Classical,7,0,15,0
user_396,Premium,RU,148.7,0,Classical,7,0,1,0
user_397,Premium,PK,98.5,1,Electronic,4,0,9,0
user_398,Free,DE,56.3,2,Pop,6,0,5,0
user_399,Free,BR,96.6,3,Hip-Hop,4,0,18,0
user_400,Free,PK,31.2,4,Country,0,0,8,0
user_401,Premium,US,105.3,2,Electronic,5,0,3,0
user_402,Free,BR,6.9,4,Classical,4,0,18,0
user_403,Premium,PK,135.4,3,Hip-Hop,1,0,1,0
user_404,Premium,FR,33.8,5,Classical,3,0,6,0
user_405,Free,FR,109.8,1,Rock,3,1,9,0
user_406,Premium,DE,134.1,5,Electronic,3,0,10,0
user_407,Free,FR,57.0,1,Hip-Hop,2,0,23,0
user_408,Free,AU,35.2,0,Country,2,0,14,0
user_409,Free,US,104.8,1,Hip-Hop,4,2,0,1
user_410,Premium,FR,97.6,5,Electronic,1,0,5,0
user_411,Premium,PK,142.1,4,Electronic,5,0,27,1
user_412,Premium,DE,135.5,4,Rock,3,0,3,0
user_413,Free,DE,83.8,0,Pop,5,0,6,0
user_414,Premium,IN,79.3,5,Pop,6,2,4,0
user_415,Free,BR,38.0,0,Jazz,5,0,7,0
user_416,Free,FR,94.5,1,Electronic,5,0,12,0
user_417,Premium,DE,95.2,5,Classical,1,0,1,0
user_418,Free,IN,-27.6,1,Jazz,11,1,5,1
user_419,Premium,AU,138.6,9,Country,5,0,16,0
user_420,Premium,FR,98.2,3,Pop,4,0,15,0
user_421,Free,CA,40.6,0,Hip-Hop,3,0,14,0
user_422,Premium,IN,91.4,2,Country,5,0,21,0
user_423,Premium,CA,111.2,1,Rock,7,0,7,0
user_424,Premium,US,117.7,3,Electronic,4,0,10,0
user_425,Premium,DE,107.2,7,Rock,5,0,3,0
user_426,Premium,AU,76.9,5,Classical,9,0,10,0
user_427,Free,IN,46.6,4,Jazz,5,0,1,1
user_428,Free,DE,85.6,3,Jazz,6,0,3,0
user_429,Free,RU,50.0,1,Pop,2,0,5,1
user_430,Free,UK,72.7,0,Jazz,5,0,21,0
user_431,Premium,FR,120.7,7,Electronic,4,0,41,0
user_432,Free,RU,73.6,4,Rock,9,0,1,1
user_433,Free,RU,54.4,3,Hip-Hop,8,0,12,0
user_434,Premium,PK,197.7,3,Country,6,0,19,0
user_435,Free,RU,65.1,4,Country,1,0,6,0
user_436,Premium,CA,154.2,4,Pop,8,1,4,1
user_437,Premium,PK,158.9,4,Rock,2,0,12,0
user_438,Free,PK,44.9,0,Jazz,3,0,4,1
user_439,Premium,UK,168.5,4,Classical,8,0,4,0
user_440,Free,AU,105.6,1,Jazz,8,0,38,0
user_441,Premium,FR,92.9,5,Electronic,1,0,11,0
user_442,Free,DE,95.6,1,Classical,6,0,18,0
user_443,Premium,PK,146.1,2,Pop,5,1,3,1
user_444,Premium,US,178.2,7,Hip-Hop,1,0,27,0
user_445,Premium,AU,130.5,5,Hip-Hop,6,2,3,0
user_446,Premium,AU,153.3,5,Jazz,6,0,8,0
user_447,Premium,IN,116.0,3,Electronic,8,1,7,1
user_448,Premium,AU,116.4,5,Classical,4,0,1,0
user_449,Premium,US,103.9,4,Hip-Hop,5,0,3,0
user_450,Premium,AU,125.7,4,Country,7,0,24,0
user_451,Free,DE,82.2,3,Electronic,2,0,17,1
user_452,Premium,RU,152.6,6,Country,3,1,1,0
user_453,Free,UK,71.0,5,Pop,4,0,0,0
user_454,Premium,US,109.5,1,Rock,4,0,9,0
user_455,Free,DE,28.4,0,Country,7,1,22,1
user_456,Premium,FR,171.3,6,Rock,3,1,0,0
user_457,Free,RU,62.1,4,Country,2,0,0,0
user_458,Free,IN,67.2,2,Electronic,6,0,17,0
user_459,Free,PK,65.7,4,Classical,0,1,3,0
user_460,Premium,AU,140.3,7,Classical,3,0,9,0
user_461,Premium,AU,115.9,6,Country,9,0,8,0
user_462,Premium,FR,159.4,2,Jazz,7,0,7,0
user_463,Free,DE,52.6,0,Hip-Hop,11,1,30,1
user_464,Premium,US,114.7,7,Classical,6,0,7,0
user_465,Premium,AU,101.3,5,Rock,2,0,6,0
user_466,Free,BR,20.4,1,Country,0,0,2,0
user_467,Premium,US,74.9,6,Hip-Hop,5,0,0,0
user_468,Free,UK,16.3,4,Rock,3,1,8,1
user_469,Premium,DE,63.7,5,Jazz,4,0,0,0
user_470,Free,US,80.1,0,Rock,5,1,4,0
user_471,Free,BR,92.3,2,Rock,10,0,49,0
user_472,Free,DE,58.2,1,Classical,3,0,5,1
user_473,Premium,CA,65.9,1,Hip-Hop,5,0,9,0
user_474,Premium,UK,135.3,6,Country,3,2,31,0
user_475,Premium,DE,105.5,5,Hip-Hop,9,0,1,0
